UnitID,Institution Name,Long-term investments (F1011_F2_RV),Property  Plant  and Equipment  net of accumulated depreciation (F1011_F2_RV),Intangible Assets  net of accumulated amortization (F1011_F2_RV),Total assets (F1011_F2_RV),Total liabilities (F1011_F2_RV),Debt related to Property  Plant  and Equipment (F1011_F2_RV),Total unrestricted net assets (F1011_F2_RV),Total restricted net assets (F1011_F2_RV),Permanently restricted net assets included in total restricted net assets (F1011_F2_RV),Temporarily restricted net assets (F1011_F2_RV),Total net assets (F1011_F2_RV),Total revenues and investment return (F1011_F2_RV),Total expenses (F1011_F2_RV),Other specific changes in net assets (F1011_F2_RV),Total change in net assets (F1011_F2_RV),Net assets  beginning of the year (F1011_F2_RV),Adjustments to beginning of year net assets (F1011_F2_RV),Net assets  end of the year (F1011_F2_RV),Investment return - Total (F1011_F2_RV)
219578,Aquinas College,8680513,3383006,0,19933211,542887,0,10322491,9067833,2852336,6215497,19390324,11268477,9089294,0,2179183,17211141,0,19390324,1398209
176600,Aquinas Institute of Theology,2423545,3764346,0,7009783,2609514,0,1337610,3062659,0,3062659,4400269,3039907,3187220,0,-147313,4547582,0,4400269,134943
211088,Arcadia University,59694000,97628000,260000,221085000,112418000,80935000,86235000,22432000,16330000,6102000,108667000,91690000,74977000,0,16713000,91954000,0,108667000,17524000
105899,Arizona Christian University,893864,13878068,0,21436786,10548351,9680000,8904615,1983820,1867761,116059,10888435,8833471,8388928,0,444543,10443892,0,10888435,448152
106306,Arkansas Baptist College,57583,24192379,688126,28855819,15837504,13695806,11293744,1724571,97497,1627074,13018315,20093936,14286847,0,5807089,7211226,0,13018315,261
222877,Arlington Baptist College,39589,2108902,0,2971433,484561,0,2217263,269609,230020,39589,2486872,2420560,2341244,26920,106236,2184050,196586,2486872,0
201061,Art Academy of Cincinnati,5860001,10916251,0,17958974,5160124,0,9007379,3791471,1440343,2351128,12798850,6444216,6462729,0,-18513,12817363,0,12798850,1130993
109651,Art Center College of Design,77780000,43946000,0,143198000,45439000,29585000,41474000,56285000,44670000,11615000,97759000,76602000,63291000,0,13311000,84448000,0,97759000,10478000
156222,Asbury Theological Seminary,160046765,62391714,0,232354172,17690936,7310000,59360774,155302462,104408347,50894115,214663236,46103974,22422993,0,23680981,190982255,0,214663236,21891227
156213,Asbury University,39017784,51375961,0,103094918,17122223,8932858,51317480,34655215,27673305,6981910,85972695,36350437,30425656,0,5924781,80047914,0,85972695,5445926
201104,Ashland University,45429329,138035746,0,234107402,101669234,79503812,67100925,65337243,43600942,21736301,132438168,110283711,101371447,0,8912264,123525904,0,132438168,5915699
176619,Assemblies of God Theological Seminary,0,3752669,0,7423701,2084577,424001,2803021,2536103,1738349,797754,5339124,5409946,5072972,0,336974,5002150,0,5339124,201757
164562,Assumption College,87302215,75391501,0,193833861,58312343,0,106252415,29269103,18468806,10800297,135521518,65990295,66312554,13125948,12803689,122717829,0,135521518,1467672
439446,Atlantic Institute of Oriental Medicine,0,58932,0,1389133,251673,0,1137460,0,0,0,1137460,1987879,1686841,0,301038,836422,0,1137460,16890
173045,Augsburg College,36057413,68758597,431812,128040620,54795872,37396144,29435487,43809261,16638282,27170979,73244748,80715184,74206871,0,6508313,66736435,0,73244748,5018739
417345,Augusta Area Dietetic Internship-University Hospital,,,,,,,,,,,,,,,,,,,0
143084,Augustana College,145426826,97791732,0,274621519,75758785,0,95613317,103249417,66187722,37061695,198862734,106000981,66940677,-302942,38757362,160105372,0,198862734,23359576
219000,Augustana College,55650701,56884495,0,130059205,30438231,15918268,36440858,63180116,44274872,18905244,99620974,49202501,41784161,74428,7492768,92128206,0,99620974,6870497
201177,Aultman College of Nursing and Health Sciences,,,,,,,,,,,,,,,,,,,57384
143118,Aurora University,47412193,83762131,0,140879006,48534316,35071699,52492620,39852070,19530551,20321519,92344690,65442081,56446457,-63139,8932485,83412205,0,92344690,8550049
222983,Austin College,129077065,70960839,0,230068216,37607745,21641127,49188994,143271477,101355283,41916194,192460471,52990897,40037560,423798,13377135,179083336,0,192460471,18100239
247825,Austin Graduate School of Theology,3406782,4696607,0,8710992,767963,46249,6672482,1270547,1197716,72831,7943029,1170120,1242125,0,-72005,8015034,0,7943029,279192
223001,Austin Presbyterian Theological Seminary,103570649,19354968,0,141220282,674639,0,76000703,64544940,47355366,17189574,140545643,27382114,8058808,0,19323306,121222337,0,140545643,19590248
442295,Ave Maria School of Law,550512,12739835,39224,15070622,17414109,11475000,-3119386,775899,550512,225387,-2343487,16198519,15299254,0,899265,-3242752,0,-2343487,138154
446048,Ave Maria University,5789651,229055351,5050000,359409208,73363098,56978651,278467085,7579025,2168081,5410944,286046110,32209271,34393208,-1688735,-3872672,289918782,0,286046110,5672648
231420,Averett University,24693911,29191425,0,53284299,22551314,15155629,4344398,26388587,17817610,8570977,30732985,22418772,22645214,0,-226442,25539034,5420393,30732985,3733053
449931,Averett University-Non-Traditional Programs,0,0,0,12366939,1750534,0,10616405,0,0,0,10616405,8199259,4901442,0,3297817,7318588,0,10616405,0
176628,Avila University,7301938,22222642,313196,39729806,18489459,13616768,11111813,10128534,7732302,2396232,21240347,26572998,23930836,0,2642162,18598185,0,21240347,1100071
474863,Azusa Pacific Online University,,,,,,,,,,,,,,,,,,,
109785,Azusa Pacific University,83965482,232143041,0,363015044,180344161,140635590,122722407,59948476,27380265,32568211,182670883,219512779,210708189,6818359,15622949,167047934,0,182670883,9738417
164580,Babson College,243252672,131067405,0,460524423,161799740,114832896,116568787,182155896,90937298,91218598,298724683,208535522,160175560,283521,48643483,250081200,0,298724683,40114949
206817,Bacone College,7864452,15937618,0,25130239,6923724,0,8334549,9871966,7262731,2609235,18206515,16544005,15042132,0,1501873,16704642,0,18206515,0
458159,Bainbridge Graduate Institute,0,121347,0,1584473,1664233,10009,-197107,117347,0,117347,-79760,4386085,4555247,0,-169162,89402,0,-79760,13217
476601,Bais HaMedrash and Mesivta of Baltimore,,,,,,,,,,,,,,,,,,,
245777,Bais Medrash Elyon,0,640705,0,820472,41228,0,779244,0,0,0,779244,793822,768011,0,25811,753433,0,779244,0
449658,Bais Medrash Toras Chesed,0,2502127,54845,3013812,1775891,1775357,1237921,0,0,0,1237921,1198337,1131242,0,67095,1170826,0,1237921,0
414708,Baker College Center for Graduate Studies,,,,,,,,,,,,,,,,,,,
444167,Baker College of Allen Park,,,,,,,,,,,,,,,,,,,
404073,Baker College of Auburn Hills,,,,,,,,,,,,,,,,,,,
404648,Baker College of Cadillac,,,,,,,,,,,,,,,,,,,
404082,Baker College of Clinton Township,,,,,,,,,,,,,,,,,,,
168847,Baker College of Flint,202967164,220977418,0,532862520,52378532,16703543,477451688,3032300,2203559,828741,480483988,296836378,243043957,2109930,55902351,424581637,0,480483988,19122458
414160,Baker College of Jackson,,,,,,,,,,,,,,,,,,,
171298,Baker College of Muskegon,,,,,,,,,,,,,,,,,,,
168838,Baker College of Owosso,,,,,,,,,,,,,,,,,,,
381617,Baker College of Port Huron,,,,,,,,,,,,,,,,,,,
154688,Baker University,39111253,36244104,0,87038337,31339849,16799304,14890249,40808239,31520025,9288214,55698488,43740552,34924973,0,8815579,46882909,0,55698488,5932559
420705,Bakke Graduate University,0,84132,0,835020,329391,0,167279,338350,0,338350,505629,2629829,2622552,0,7277,498352,0,505629,276
201195,Baldwin Wallace University,118998164,113576018,0,265585329,29492715,13005000,55371320,180721294,102820286,77901008,236092614,109981907,86282583,0,23699324,212393290,0,236092614,21987697
189015,Bank Street College of Education,30740309,14709052,0,67479423,26097152,0,19773907,21608364,12092956,9515408,41382271,51573462,50920334,3934692,4587820,36794451,0,41382271,803397
176664,Baptist Bible College,938617,7169053,0,8580467,3670964,2938075,4807037,102466,0,102466,4909503,7108456,7102162,0,6294,4903209,0,4909503,6397
211024,Baptist Bible College & Seminary of Pennsylvania,9745415,12447496,0,23694940,11735568,2750239,6263565,5695807,2063887,3631920,11959372,14913932,14862547,0,51385,11907987,0,11959372,1298227
219639,Baptist Memorial College of Health Sciences,0,2353583,0,22804870,3798818,0,18510990,495062,0,495062,19006052,13238679,13801695,1027918,464902,18540379,771,19006052,85963
223117,Baptist Missionary Association Theological Seminary,1187992,695651,0,2297865,14079,0,1056685,1227101,1033041,194060,2283786,1564845,1529628,0,35217,2248569,0,2283786,2973
366793,Baptist Theological Seminary at Richmond,5731274,7540720,0,14854176,7291753,0,6154001,1408422,338053,1070369,7562423,3668902,3072299,-4624613,-4028010,11590433,0,7562423,1019779
444398,Baptist University of the Americas,2089338,17476836,0,20254741,10305997,10005044,7828373,2120371,1500672,619699,9948744,3859540,3823860,0,35680,9913064,0,9948744,389215
155070,Barclay College,451836,4651129,0,6041196,2019180,1818575,3651678,370338,158331,212007,4022016,6742952,6603248,0,139704,3882312,0,4022016,172069
189088,Bard College,190494336,217474863,0,550410927,189598055,143324992,59743341,301069531,81352082,219717449,360812872,194791581,138165615,4000,56629966,304182906,0,360812872,-2875536
167792,Bard College at Simon's Rock,17610684,44069998,0,65001959,15754069,11405088,25021856,24226034,23135657,1090377,49247890,19442810,20469074,0,-1026264,50274154,0,49247890,2435911
189097,Barnard College,224152000,151634000,0,443829000,140051000,100548000,72223000,231555000,118971000,112584000,303778000,157871000,125626000,0,32245000,271533000,0,303778000,37849000
177719,Barnes-Jewish College Goldfarb School of Nursing,0,0,0,24164813,0,0,0,24164813,0,24164813,24164813,15944531,13293914,0,2650617,21341577,172619,24164813,3232045
132471,Barry University,26057345,96149831,0,181932211,80803067,60926909,81905767,19223377,13131212,6092165,101129144,167897624,156721774,0,11175850,89953294,0,101129144,3433083
197911,Barton College,23060016,31426345,0,61604898,22622630,12631987,12647498,26334770,20497970,5836800,38982268,25289304,21537810,0,3751494,35230774,0,38982268,3766685
235547,Bastyr University,3080935,31816714,0,46162309,30557637,24606420,13731395,1873277,993796,879481,15604672,32192810,30924108,114456,1383158,14221514,0,15604672,81732
160977,Bates College,263738556,142189390,0,452454920,106821058,66400450,112596263,233037599,140990875,92046724,345633862,125949218,94083037,4427213,36293394,309340468,0,345633862,39498688
164632,Bay Path College,37930398,24826274,0,68110062,15054156,7207518,44386122,8669784,6096550,2573234,53055906,34960292,25937559,168818,9191551,43864355,0,53055906,4953477
223223,Baylor College of Medicine,857354315,636004008,0,1921780575,968122573,578826448,212841544,740816458,359854009,380962449,953658002,1404529504,1252893116,-88457790,63178598,890479404,0,953658002,183209790
223232,Baylor University,1079330000,634333000,0,1867116000,491927000,0,469283000,905906000,603459000,302447000,1375189000,589139000,446499000,-3617000,139023000,1236166000,0,1375189000,165160000
476717,Be'er Yaakov Talmudic Seminary,,,,,,,,,,,,,,,,,,,
384254,Beacon College,307646,4365787,0,6468526,3580766,0,2560226,327534,0,327534,2887760,5613254,5254253,0,359001,2528759,0,2887760,-1315
164720,Becker College,1637486,23371032,0,34085614,15975976,0,13484109,4625529,2966023,1659506,18109638,34153917,32651240,722223,2224900,15884738,0,18109638,251639
444413,Beis Medrash Heichal Dovid,0,3094178,0,3305743,83375,0,3222368,0,0,0,3222368,1779493,1769590,0,9903,3212465,0,3222368,0
175421,Belhaven University,4922424,31646730,0,43483098,16698981,14184760,18742992,8041125,4207147,3833978,26784117,42151310,39974643,0,2176667,24607450,0,26784117,760927
156286,Bellarmine University,48802671,103960100,0,177314689,75349749,65614181,58886776,43078164,28546626,14531538,101964940,65485908,56560866,0,8925042,93039898,0,101964940,7422919
180814,Bellevue University,39518228,77907322,0,164633592,35126800,20856954,115367911,14138881,8630079,5508802,129506792,87169921,77119296,0,10050625,119456167,0,129506792,6709325
238324,Bellin College,9887500,12184962,0,29503652,7612823,5307531,11812456,10078373,8424940,1653433,21890829,8952095,6094935,0,2857160,19033669,0,21890829,1870102
197984,Belmont Abbey College,7630777,7024314,0,20831687,9897074,0,-213552,11148165,8988466,2159699,10934613,27540634,26456625,0,1084009,9850604,0,10934613,302440
219709,Belmont University,83115084,262801360,59628039,405544483,113681242,78413119,200881103,90982138,53950014,37032124,291863241,147702284,110272781,21354352,58783855,233079386,0,291863241,0
238333,Beloit College,118451635,78941493,0,229100293,76321651,58640000,57112089,95666553,73179887,22486666,152778642,59112026,45715706,0,13396320,139382322,0,152778642,16558889
217721,Benedict College,26237999,85720602,0,121560826,88492379,52869929,21177816,11890631,9734263,2156368,33068447,68786090,61613793,-277701,6894596,26173851,0,33068447,1097550
154712,Benedictine College,22745713,56659634,0,96291036,35374049,26565750,24766910,36150077,16419494,19730583,60916987,38608740,30313978,0,8294762,52622225,0,60916987,2681907
145619,Benedictine University,36454798,62668375,0,139023156,56081610,0,60831767,22109779,12699785,9409994,82941546,91078407,73977130,0,17101277,65840269,0,82941546,6669421
165884,Benjamin Franklin Institute of Technology,3592237,6361208,0,10698503,2222048,373547,6034088,2442367,1862349,580018,8476455,9551745,8912363,0,639382,7837073,0,8476455,401736
197993,Bennett College,12280904,34245792,0,57313678,34542933,31156400,9674776,13095969,10092391,3003578,22770745,22129149,20081758,0,2047391,20723354,0,22770745,1994418
230816,Bennington College,14559434,54159076,0,104061566,37207744,29731434,31040550,35813272,15134813,20678459,66853822,36469215,29994171,-597990,5877054,60976768,0,66853822,4019097
164739,Bentley University,207842000,246112000,0,491542000,207183000,142182000,192576000,91783000,40525000,51258000,284359000,214855000,180259000,0,34596000,249763000,0,284359000,33536000
156295,Berea College,1030802300,143076757,0,1240877069,81848741,0,522911190,636117138,269428109,366689029,1159028328,212182428,67658991,4149421,148672858,1010355470,0,1159028328,167427188
461643,Bergin University of Canine Studies,1225,825198,695317,1504880,291199,0,1213681,0,0,0,1213681,195060,205066,20012,10006,1223687,-20012,1213681,0
164748,Berklee College of Music,248718071,126592324,0,434763657,267780978,185985066,125997232,40985447,20869379,20116068,166982679,219020816,171025771,-2554882,45440163,121542516,0,166982679,43803761
139144,Berry College,729453618,184960970,0,937957028,161129793,115367427,91927848,684899387,584907247,99992140,776827235,216367627,77108460,0,139259167,637568068,0,776827235,165315677
189273,Beth Hamedrash Shaarei Yosher Institute,0,697192,0,1459731,787427,315827,672304,0,0,0,672304,2055543,2007299,0,48244,624060,0,672304,265757
189264,Beth Hatalmud Rabbinical College,0,205510,0,555133,24122,0,531011,0,0,0,531011,1376662,1419130,84936,42468,573479,-84936,531011,67604
183804,Beth Medrash Govoha,14081677,60280227,0,91090764,34198148,25028503,52889268,4003348,2729099,1274249,56892616,41228540,34018053,0,7210487,49682129,0,56892616,1256508
154721,Bethany College,10894332,11779568,0,28552846,8991176,5730000,-7044843,26606513,23154292,3452221,19561670,13494887,11847876,0,1647011,17914659,0,19561670,1416295
237181,Bethany College,37714857,39535123,0,98365362,41875713,25908248,13420696,43068953,36171794,6897159,56489649,23871555,23013743,0,857812,55631837,0,56489649,4099734
173142,Bethany Lutheran College,31687351,56419736,0,91302972,9775874,6250000,14960079,66567019,34731499,31835520,81527098,21220646,17650017,0,3570629,77956469,0,81527098,5280983
143233,Bethany Theological Seminary,34879801,2437592,0,38501843,1791421,0,18679298,18031124,10511531,7519593,36710422,7122519,2639555,0,4482964,32227458,0,36710422,5660232
458113,Bethel College,20000,9302,85135,114437,58419,0,27550,28468,20500,7968,56018,505792,499585,0,6207,36162,13649,56018,0
150145,Bethel College-Indiana,4046020,35691795,0,47678493,28734038,6778016,8273265,10671190,8755538,1915652,18944455,34909060,31545975,0,3363085,15581370,0,18944455,593625
154749,Bethel College-North Newton,14010221,17377387,0,41577639,8368492,3280000,10909419,22299728,16080538,6219190,33209147,14431930,12084915,0,2347015,30862132,0,33209147,2509938
369817,Bethel Seminary of the East,,,,,,,,,,,,,,,,,,,200
262022,Bethel Seminary-San Diego,,,,,,,,,,,,,,,,,,,63039
173179,Bethel Seminary-St Paul,,,,,,,,,,,,,,,,,,,306255
173160,Bethel University,40829366,98308156,0,160711142,84220758,44067791,33768978,42721406,24519223,18202183,76490384,109165005,94784471,0,14380533,62109851,0,76490384,5633787
219718,Bethel University,148117,47801608,0,66260539,46814892,28987714,8548034,10897613,9563821,1333792,19445647,43672335,44947706,0,-1275371,20721018,0,19445647,456108
110060,Bethesda University of California,19757115,2023982,0,20536908,5444196,0,15092712,0,0,0,15092712,5409253,3082674,-415868,1910711,13425751,-243750,15092712,2588313
132602,Bethune-Cookman University,42486612,69892700,0,144444250,32984991,805114,81906127,29553132,9622788,19930344,111459259,76148077,64907791,0,11240286,100218973,0,111459259,8200801
139153,Beulah Heights University,46900,4522029,14327,6012850,3226659,886738,2689157,97034,97034,0,2786191,5396089,5254539,0,141550,2639971,4670,2786191,9719
443702,Bexley Hall Episcopal Seminary,7922265,0,0,8034250,244644,0,308706,7480900,2003480,5477420,7789606,1615138,628066,-756165,230907,6755172,803527,7789606,1221580
211130,Biblical Theological Seminary,1386580,1714884,1061184,4162648,992903,600000,888840,2280905,2475159,-194254,3169745,3252234,3059818,0,192416,2977329,0,3169745,247765
110097,Biola University,131898000,145716000,0,315125000,145719000,111576000,124710000,44696000,14593000,30103000,169406000,149930000,126497000,-55000,23378000,146028000,0,169406000,11763000
100937,Birmingham Southern College,52110865,115332275,0,200893319,83490145,48771035,20709580,96693594,78347780,18345814,117403174,53157928,53119567,0,38361,119517647,-2152834,117403174,8411327
442949,Birthingway College of Midwifery,0,659516,0,1071776,668800,414168,400403,2573,0,2573,402976,729179,698896,0,30283,372693,0,402976,1074
143288,Blackburn College,16594429,24132031,0,42568921,6219947,3838629,25319865,11029109,9086732,1942377,36348974,15692769,11823448,0,3869321,32479653,0,36348974,2651293
167464,Blessed John XXIII National Seminary,7964791,1940727,0,10765152,64697,0,3950660,6749795,3649181,3100614,10700455,4239087,3215912,0,1023175,9677280,0,10700455,1207452
143297,Blessing Rieman College of Nursing,,,,,,,,,,,,,,,,,,,0
