UnitID,Institution Name,Long-term investments (F1112_F2_RV),Property  Plant  and Equipment  net of accumulated depreciation (F1112_F2_RV),Intangible Assets  net of accumulated amortization (F1112_F2_RV),Total assets (F1112_F2_RV),Total liabilities (F1112_F2_RV),Debt related to Property  Plant  and Equipment (F1112_F2_RV),Total unrestricted net assets (F1112_F2_RV),Total restricted net assets (F1112_F2_RV),Permanently restricted net assets included in total restricted net assets (F1112_F2_RV),Temporarily restricted net assets (F1112_F2_RV),Total net assets (F1112_F2_RV),Total revenues and investment return (F1112_F2_RV),Total expenses (F1112_F2_RV),Other specific changes in net assets (F1112_F2_RV),Total change in net assets (F1112_F2_RV),Net assets  beginning of the year (F1112_F2_RV),Adjustments to beginning of year net assets (F1112_F2_RV),Net assets  end of the year (F1112_F2_RV),Investment return - Total (F1112_F2_RV)
177834,A T Still University of Health Sciences,136663579,57271296,0,226033106,72700818,39733594,100189488,53142800,37852345,15290455,153332288,111211012,107524256,0,3686756,149645532,0,153332288,734452
222178,Abilene Christian University,331709250,143751766,0,501061072,121861191,64027517,189577154,189622727,96856558,92766169,379199881,115846505,113151613,0,2694892,376504989,0,379199881,4689739
451079,Academy for Five Element Acupuncture,0,873794,0,2110847,1184255,681836,926592,0,0,0,926592,1415452,1096085,0,319367,607255,-30,926592,0
457271,Academy for Jewish Religion-California,0,11398,0,576695,74282,0,380523,121890,0,121890,502413,1518152,1424939,0,93213,409200,0,502413,4150
108269,Academy of Chinese Culture and Health Sciences,0,0,0,1248178,355091,0,893087,0,0,0,893087,1474540,1683174,0,-208634,863760,237961,893087,2404
210508,Academy of Vocal Arts,,,,,,,,,,,,,,,,,,,530078
384306,Acupuncture and Integrative Medicine College-Berkeley,1957071,427258,0,2384329,2503172,0,-118843,0,0,0,-118843,2372497,2268842,-1,103654,-222497,0,-118843,0
188429,Adelphi University,165138003,195562292,0,391861683,136235101,90146217,215715802,39910780,23932939,15977841,255626582,200339201,176805019,-163545,23370637,232255945,0,255626582,12761127
374024,Adler Graduate School,0,4963228,0,6594835,3931541,3547183,2659835,3459,0,3459,2663294,3537397,2759525,0,777872,1885422,0,2663294,1762
142832,Adler School of Professional Psychology,1343541,9102548,0,16977959,9614874,4799579,7309495,53590,5003,48587,7363085,29969911,28471684,53590,1551817,5811268,0,7363085,183530
168528,Adrian College,22989270,57227190,36533122,116749582,42989331,32504965,13125384,60634867,53657267,6977600,73760251,41317593,40934460,10320842,10703975,63056276,0,73760251,2122800
133872,Adventist University of Health Sciences,0,473262,0,19527412,4588892,0,8956630,5981890,0,5981890,14938520,29655606,29571157,1,84450,13032102,1821968,14938520,119796
138600,Agnes Scott College,245800300,107576019,0,373462891,90575644,0,52770215,230117032,75611449,154505583,282887247,25902296,45643349,-4285981,-24027034,306914281,0,282887247,-3170714
152822,AIB College of Business,7105585,9859818,0,19588723,3029495,0,16083196,476032,75370,400662,16559228,11506371,11024505,0,481866,16222290,-144928,16559228,644951
102580,Alaska Bible College,66080,3439179,0,3683727,55805,0,3506264,121658,46833,74825,3627922,1382610,1646950,0,-264340,3892262,0,3627922,2557
102669,Alaska Pacific University,59393247,17584912,0,82660899,37308406,5175484,23883183,21469310,14992205,6477105,45352493,15911347,15597757,-20638,292952,45059541,0,45352493,1907791
188526,Albany College of Pharmacy and Health Sciences,21310084,55310497,0,110490375,43586160,26858760,57769470,9134745,7481724,1653021,66904215,50628774,44345323,-347549,5935902,60968313,0,66904215,787425
188535,Albany Law School,56204208,23359290,0,90461837,24136275,17062436,43073839,23251723,19113944,4137779,66325562,29248076,27226048,0,2022028,64303534,0,66325562,1586971
188580,Albany Medical College,91375639,46410975,0,217622522,112840280,0,14356342,90425900,54398045,36027855,104782242,237538768,249626367,11812657,-274942,105057184,0,104782242,-1255445
128498,Albertus Magnus College,19764885,19516066,0,46887834,7123721,0,34607533,5156580,2959144,2197436,39764113,30008259,29780093,0,228166,39535947,0,39764113,676850
168546,Albion College,182785679,94449710,0,294041786,82397472,61625339,73896065,137748249,71806784,65941465,211644314,39751428,54751154,0,-14999726,226644040,0,211644314,-1505281
210571,Albright College,51253102,80589367,0,155006099,62625037,40504685,41917358,50463704,32326012,18137692,92381062,55639550,53585888,-1737019,316643,92064419,0,92381062,-1318524
237118,Alderson Broaddus University,7514219,29551388,0,49065357,18794125,0,5965546,24305686,18569771,5735915,30271232,22189751,17197845,-380380,4611526,25659706,0,30271232,-691885
188641,Alfred University,92407998,126605241,0,241413955,53466366,17365564,103713804,84233785,57122723,27111062,187947589,73352052,70661060,0,2690992,185256597,0,187947589,-1028075
156189,Alice Lloyd College,33133865,20801617,0,59967601,1258079,0,37126342,21583180,20299652,1283528,58709522,13558637,12493453,-118697,946487,57763035,0,58709522,1492748
210669,Allegheny College,169238633,128299266,0,322934038,78409721,56472864,98173645,146350672,78810633,67540039,244524317,68248289,75176610,-2878321,-9806642,254330959,0,244524317,-2506014
200873,Allegheny Wesleyan College,115142,888834,0,1236007,208639,152749,890307,137061,102707,34354,1027368,924084,832919,0,91165,926209,9994,1027368,2960
152798,Allen College,4545102,0,0,8046849,45708,0,3756927,4244214,1805613,2438601,8001141,7725632,6547891,-23664,1154077,6847064,0,8001141,227
217624,Allen University,3589750,37132707,116398,42947812,38177825,25805113,4457103,312884,312884,0,4769987,17645518,23403507,0,-5757989,10527976,0,4769987,17859
110468,Alliant International University,13510263,59694081,0,97118647,44875224,17000000,41858492,10384931,1260273,9124658,52243423,78149415,81661834,121932,-3390487,55633910,0,52243423,151465
168591,Alma College,103133503,50806156,0,165623030,23898256,13010000,36058166,105666608,49805553,55861055,141724774,37639715,43566952,0,-5927237,147652011,0,141724774,-1004006
210775,Alvernia University,19663518,93951962,0,119097971,70076813,58959187,39767159,9253999,8573907,680092,49021158,50714821,48540862,0,2173959,47047199,-200000,49021158,-326877
238193,Alverno College,35139599,31651697,0,79520396,18060966,0,18199080,43260350,15063817,28196533,61459430,47832799,42159561,0,5673238,55786192,0,61459430,-161261
219505,American Baptist College,555181,582444,0,3388894,599165,47784,652921,2136808,555181,1581627,2789729,1311339,2205319,1,-893979,3683708,0,2789729,-121254
108861,American Baptist Seminary of the West,4502536,10170851,0,16707134,4259862,0,6424785,6022487,4940707,1081780,12447272,1513668,2232778,0,-719110,13166382,0,12447272,-490510
430591,American College of Traditional Chinese Medicine,0,434452,0,3113368,1521227,0,861366,730775,730775,0,1592141,4742842,4550395,0,192447,1467315,-67621,1592141,10528
109086,American Conservatory Theater,18657353,21531516,0,46248253,6473130,90692,7619451,32155672,25984468,6171204,39775123,22815835,20168000,0,2647835,37127288,0,39775123,9106
108870,American Film Institute Conservatory,12648269,10157992,0,42597043,6984630,4638214,22964144,12648269,9250529,3397740,35612413,34716818,28262642,-4204731,2249445,33362968,0,35612413,339017
103787,American Indian College of the Assemblies of God Inc,295075,1559778,0,2235289,2091678,1941718,-104254,247865,119429,128436,143611,2035868,2441612,0,-405744,549355,0,143611,10073
164447,American International College,8901421,35779078,0,53231295,26167769,15610202,14661433,12402093,8798441,3603652,27063526,47190715,45786340,0,1404375,25659151,0,27063526,-211633
116846,American Jewish University,88752751,39803893,0,144481532,45274552,25640043,28718473,70488507,21121984,49366523,99206980,25206957,22873974,-1325165,1007818,98199162,0,99206980,2839654
188854,American Musical and Dramatic Academy,0,45679441,0,67607745,51556286,0,16051459,0,0,0,16051459,46752748,42040737,-5226397,-514386,16565845,0,16051459,20311
131159,American University,704731000,437076000,0,1273275000,487753000,340875000,614401000,171121000,90997000,80124000,785522000,445605000,453380000,0,-7775000,793297000,0,785522000,-32226000
164465,Amherst College,1979020480,348797375,0,2450335030,455670787,212380000,707162331,1287501912,434793108,852708804,1994664243,121487656,167607223,3571193,-42548374,2037212617,0,1994664243,13829315
100690,Amridge University,2635486,4074918,0,7250116,628512,0,6037880,583724,174805,408919,6621604,8994453,8521392,0,473061,6148543,0,6621604,600087
151865,Anabaptist Mennonite Biblical Seminary,15233911,9307693,0,26177142,833550,300000,10551645,14791947,11765249,3026698,25343592,2385658,4293365,0,-1907707,27251299,0,25343592,-1617946
150066,Anderson University,27202000,75191000,1827000,143476000,71521000,46251000,33637000,38318000,35569000,2749000,71955000,48219000,49770000,0,-1551000,74006000,-500000,71955000,-1531000
217633,Anderson University,19281298,46687035,0,96375832,24756146,14196350,41340671,30279015,16807517,13471498,71619686,39064532,33273489,0,5791043,65828643,0,71619686,-690283
164474,Andover Newton Theological School,14600939,9959578,0,27064783,3842983,0,7114110,16107690,14004663,2103027,23221800,3815100,7710525,913105,-2982320,26204120,0,23221800,-332960
168740,Andrews University,43737667,103004638,0,166250728,43525789,23323544,82010582,40714357,23369767,17344590,122724939,95855656,94496721,0,1358935,121366004,0,122724939,-1452091
164492,Anna Maria College,5211969,36087578,259646,51064149,32581409,28982770,16505386,1977354,633783,1343571,18482740,26015403,24235268,0,1780135,16702605,0,18482740,174356
245838,Antioch University-Los Angeles,,,,,,,,,,,,,,,,,,,
245892,Antioch University-Midwest,,,,,,,,,,,,,,,,,,,
245865,Antioch University-New England,,,,,,,,,,,,,,,,,,,
245847,Antioch University-Santa Barbara,,,,,,,,,,,,,,,,,,,
245883,Antioch University-Seattle,,,,,,,,,,,,,,,,,,,
441511,Apex School of Theology,1409,0,0,4663782,698995,0,3964787,0,0,0,3964787,3830020,2169232,0,1660788,2303999,0,3964787,0
237136,Appalachian Bible College,238399,13365445,0,15102140,8250391,0,4893405,1958344,1313900,644444,6851749,5708767,6079316,0,-370549,7222298,0,6851749,-9355
449922,Appalachian College of Pharmacy,8780411,11247125,0,20027536,419720,0,18794503,813313,0,813313,19607816,7558145,6183219,0,1374926,18232890,0,19607816,23952
432348,Appalachian School of Law,4044480,14432076,0,28923067,945884,555041,23537162,4440021,3681890,758131,27977183,10184888,6845387,0,3339501,24637682,0,27977183,7805
168786,Aquinas College,32002180,41704440,164120,83715105,31080221,20118465,18585697,34049187,18460479,15588708,52634884,39299751,36450002,-376985,2472764,50162120,0,52634884,-2674911
219578,Aquinas College,8419692,3432788,0,19555262,496732,0,11193736,7864794,2878418,4986376,19058530,8444312,8776106,0,-331794,19390324,0,19058530,80246
176600,Aquinas Institute of Theology,2542967,3448791,0,6500621,2147063,0,1680727,2672831,0,2672831,4353558,2641070,2687781,0,-46711,4400269,0,4353558,296391
211088,Arcadia University,56446000,116969000,374000,216562000,117603000,79415000,76952000,22007000,16356000,5651000,98959000,70304000,80012000,0,-9708000,108667000,0,98959000,-4222000
105899,Arizona Christian University,4143864,14090956,0,24326061,12179219,9355000,10093385,2053457,1941776,111681,12146842,11217440,9959033,0,1258407,10888435,0,12146842,166135
106306,Arkansas Baptist College,74061,26410200,583601,30405395,18182071,13768733,11460334,762990,47497,715493,12223324,14063781,14858772,1589982,794991,13018315,-1589982,12223324,12647
222877,Arlington Baptist College,36449,2381253,0,3139069,982404,0,1909104,247561,211112,36449,2156665,2739361,3134795,-22048,-417482,2574147,0,2156665,0
201061,Art Academy of Cincinnati,1396088,10553865,0,12815017,1193835,167339,9869767,1751415,1372335,379080,11621182,5756906,6934574,0,-1177668,12798850,0,11621182,-88930
109651,Art Center College of Design,82791000,49290000,0,169137000,71571000,48735000,42820000,54746000,44811000,9935000,97566000,83849000,84042000,0,-193000,97759000,0,97566000,204000
156222,Asbury Theological Seminary,152830685,77201325,0,250220224,19137274,7974046,58384256,172698694,106491028,66207666,231082950,40509418,24089704,0,16419714,214663236,0,231082950,-5953389
156213,Asbury University,39153449,52732240,0,104088312,15721273,8171479,53946093,34420946,27972028,6448918,88367039,33111202,30716858,0,2394344,85972695,0,88367039,859772
201104,Ashland University,42897835,149538711,0,240640728,114097363,85974235,62983903,63559462,43632215,19927247,126543365,89853159,91149398,0,-1296239,127839604,0,126543365,-2866455
176619,Assemblies of God Theological Seminary,0,3621822,0,7309544,2315730,425800,2361199,2632615,1873131,759484,4993814,4754862,5100172,0,-345310,5339124,0,4993814,-5782
164562,Assumption College,82259707,77801267,0,186472925,54046937,0,104978182,27447806,8106707,19341099,132425988,65984936,64263854,-4816612,-3095530,135521518,0,132425988,1407962
439446,Atlantic Institute of Oriental Medicine,0,41484,0,1588825,225744,0,1363081,0,0,0,1363081,2102825,1877204,0,225621,1137460,0,1363081,13507
173045,Augsburg College,32770795,67917241,406485,127453234,52355057,34564594,32819493,42278684,27928646,14350038,75098177,75396520,73543091,0,1853429,73244748,0,75098177,-1477626
417345,Augusta Area Dietetic Internship-University Hospital,,,,,,,,,,,,,,,,,,,0
143084,Augustana College,150005988,99815960,0,279462251,71890865,55104602,102002716,105568670,70143892,35424778,207571386,78062318,69444309,90643,8708652,198862734,0,207571386,-2074339
219000,Augustana College,55828826,56578518,0,130023091,30927307,14996149,35523697,63572087,46297521,17274566,99095784,43353754,43247363,-631581,-525190,99620974,0,99095784,-457133
201177,Aultman College of Nursing and Health Sciences,,,,,,,,,,,,,,,,,,,63878
143118,Aurora University,39401314,87447432,0,141734879,48447443,34861019,56248688,37038748,19354499,17684249,93287436,60920279,59695399,-282134,942746,92344690,0,93287436,-1036898
222983,Austin College,123145806,79191731,0,233646918,45395107,26886781,56006815,132244996,101349483,30895513,188251811,35577593,39966810,180557,-4208660,192460471,0,188251811,-288859
247825,Austin Graduate School of Theology,3300894,4659453,0,8664095,868494,47303,6480791,1314810,1195868,118942,7795601,1025610,1170120,-2918,-147428,7943029,0,7795601,41406
223001,Austin Presbyterian Theological Seminary,100907405,19403541,0,140636639,773073,0,76504655,63358911,49980840,13378071,139863566,7542642,8224719,0,-682077,140545643,0,139863566,1174267
442295,Ave Maria School of Law,553175,2744518,0,15417769,16755031,10525000,-2223162,885900,553175,332725,-1337262,17594357,16588132,0,1006225,-2343487,0,-1337262,845275
446048,Ave Maria University,4205142,224080254,4400000,354630169,73488152,57943387,275233885,5908132,2198081,3710051,281142017,29381161,34285007,0,-4903846,286046110,-247,281142017,1751471
231420,Averett University,23466687,30747964,0,47003039,21082397,14572418,950102,24970540,6843141,18127399,25920642,19307404,24119747,0,-4812343,30732985,0,25920642,-341174
449931,Averett University-Non-Traditional Programs,0,0,0,15435829,1996084,0,13439745,0,0,0,13439745,8147574,5324234,0,2823340,10616405,0,13439745,0
176628,Avila University,6939664,29697799,297115,43171199,21963436,18081832,11278950,9928813,8128728,1800085,21207763,24761774,24794358,0,-32584,21240347,0,21207763,-59737
474863,Azusa Pacific Online University,,,,,,,,,,,,,,,,,,,0
109785,Azusa Pacific University,82949548,228199438,0,359038455,188872830,137468948,109188956,60976669,28349157,32627512,170165625,220606447,221776547,-11335158,-12505258,182670883,0,170165625,1996953
164580,Babson College,239492137,128614498,0,464601158,161685573,110992663,116409426,186506159,97322623,89183536,302915585,166677505,161515864,-970739,4190902,298724683,0,302915585,-7664699
206817,Bacone College,6737991,16343997,0,24287586,6600783,0,8069741,9617062,7257143,2359919,17686803,15204727,15724439,0,-519712,18206515,0,17686803,0
458159,Bainbridge Graduate Institute,0,470009,0,1936778,1811204,0,-119205,244779,0,244779,125574,4627457,4422123,0,205334,-79760,0,125574,23533
476601,Bais HaMedrash and Mesivta of Baltimore,0,4038770,17002,5200612,2450064,2185524,2750548,0,0,0,2750548,1693703,1529856,0,163847,2586701,0,2750548,0
245777,Bais Medrash Elyon,0,618326,0,734953,95776,0,639177,0,0,0,639177,913496,1053563,280134,140067,779244,-280134,639177,0
449658,Bais Medrash Toras Chesed,0,2595617,74565,3197567,1781765,1630062,1415802,0,0,0,1415802,1427257,1249376,0,177881,1237921,0,1415802,0
414708,Baker College Center for Graduate Studies,,,,,,,,,,,,,,,,,,,
444167,Baker College of Allen Park,,,,,,,,,,,,,,,,,,,
404073,Baker College of Auburn Hills,,,,,,,,,,,,,,,,,,,
404648,Baker College of Cadillac,,,,,,,,,,,,,,,,,,,
404082,Baker College of Clinton Township,,,,,,,,,,,,,,,,,,,
168847,Baker College of Flint,204506730,224150415,60000,567346922,60354700,12217191,503759710,3232512,2203559,1028953,506992222,269165108,235444411,-7212463,26508234,480483988,0,506992222,11407394
414160,Baker College of Jackson,,,,,,,,,,,,,,,,,,,
171298,Baker College of Muskegon,,,,,,,,,,,,,,,,,,,
168838,Baker College of Owosso,,,,,,,,,,,,,,,,,,,
381617,Baker College of Port Huron,,,,,,,,,,,,,,,,,,,
154688,Baker University,36343913,42145643,0,96915143,40603834,15313624,18770060,37541249,31520025,6021224,56311309,40610919,39998098,0,612821,55698488,0,56311309,-1789587
420705,Bakke Graduate University,2515,60320,0,249487,110134,0,137353,2000,0,2000,139353,2143780,2510056,0,-366276,505629,0,139353,55
201195,Baldwin Wallace University,112216840,121515149,0,267451809,28018481,12085000,57627017,181806311,98137737,83668574,239433328,91727024,88386310,0,3340714,236092614,0,239433328,-2234805
189015,Bank Street College of Education,30526283,14081851,0,65865018,24465928,0,18247002,23152088,15032506,8119582,41399090,53233088,54936342,1720073,16819,41382271,0,41399090,681283
176664,Baptist Bible College,135602,6789469,0,7809667,3449719,3044905,4247251,112697,0,112697,4359948,6224729,6774284,0,-549555,4909503,0,4359948,14440
211024,Baptist Bible College & Seminary of Pennsylvania,9455882,12920944,0,23243935,12698319,2997030,5997865,4547751,2079937,2467814,10545616,13024624,14438380,0,-1413756,11959372,0,10545616,-475044
219639,Baptist Memorial College of Health Sciences,0,2244118,0,25519965,4269471,0,20684274,566220,0,566220,21250494,15309208,14207198,1143204,2245214,19005281,-1,21250494,2140478
223117,Baptist Missionary Association Theological Seminary,1163442,646616,0,2418017,46791,0,1031939,1339287,1039501,299786,2371226,1690298,1602858,0,87440,2283786,0,2371226,93074
366793,Baptist Theological Seminary at Richmond,4756001,7332930,0,12781129,6736812,0,5117381,926936,426961,499975,6044317,1507837,3025943,0,-1518106,7562423,0,6044317,-178900
444398,Baptist University of the Americas,1871480,14970410,0,17634070,10398627,9949428,5218326,2017117,1578470,438647,7235443,3994987,3855934,0,139053,9948744,-2852354,7235443,53730
155070,Barclay College,786271,4670985,0,5782830,1514096,1089678,3575136,693598,158331,535267,4268734,7340763,7094358,0,246405,4022016,313,4268734,73771
189088,Bard College,158131345,223655666,0,514982320,187398468,141232196,51743581,275840271,87240778,188599493,327583852,115459423,148680443,-8000,-33229020,360812872,0,327583852,-5715838
167792,Bard College at Simon's Rock,14388596,42339445,0,60825714,16207425,10810752,22493927,22124362,21124748,999614,44618289,15219488,19849089,0,-4629601,49247890,0,44618289,127671
189097,Barnard College,221120000,150316000,0,431325000,135098000,92710000,75343000,220884000,121938000,98946000,296227000,126311000,133862000,0,-7551000,303778000,0,296227000,3819000
177719,Barnes-Jewish College Goldfarb School of Nursing,0,0,0,23019097,0,0,0,23019097,23019097,0,23019097,16122619,16865524,0,-742905,24164811,-402809,23019097,-236542
132471,Barry University,28972860,115297132,0,210243247,104708043,82475049,83020676,22514528,16394385,6120143,105535204,162654722,156667091,-1581571,4406060,101129144,0,105535204,1361132
197911,Barton College,22980686,31999785,0,61437211,20621637,11344130,12794084,28021490,21432661,6588829,40815574,24687322,22854016,0,1833306,38982268,0,40815574,248040
235547,Bastyr University,3444492,30939332,0,46949750,30535142,24230000,14479827,1934781,1015096,919685,16414608,34204181,32800915,-593330,809936,15604672,0,16414608,98717
160977,Bates College,253649629,143674786,0,432829921,102540776,63710450,109851016,220438129,143100541,77337588,330289145,82661524,97418223,-588018,-15344717,345633862,0,330289145,-6159090
164632,Bay Path College,36226585,25801162,0,69029908,13708602,7004195,46722070,8599236,6233158,2366078,55321306,31999064,29748764,15100,2265400,53055906,0,55321306,-337481
223223,Baylor College of Medicine,810863582,552227339,0,1821361570,979670889,570666679,63162284,778528397,369148438,409379959,841690681,1247014130,1300915168,-58066283,-111967321,953658002,0,841690681,62607717
223232,Baylor University,1029862000,671840000,0,2006039000,632640000,0,450127000,923272000,624689000,298583000,1373399000,476083000,473174000,-4699000,-1790000,1375189000,0,1373399000,-24918000
476717,Be'er Yaakov Talmudic Seminary,0,4396501,0,4949830,120974,0,4828856,0,0,0,4828856,1630888,1557904,0,72984,4755872,0,4828856,80220
384254,Beacon College,361933,5045456,30309,6983974,3810627,2965400,2784909,388438,50000,338438,3173347,6168167,5882580,0,285587,2887760,0,3173347,4899
164720,Becker College,2558845,30046819,0,39127613,19677601,0,15189190,4260822,3527833,732989,19450012,35297614,34859427,902187,1340374,18109638,0,19450012,-60226
444413,Beis Medrash Heichal Dovid,0,3027605,0,3693491,299098,0,3394393,0,0,0,3394393,2110115,1938090,0,172025,3222368,0,3394393,0
175421,Belhaven University,4952872,32492636,0,45693708,17753722,15323053,19575634,8364352,4240464,4123888,27939986,48382014,47226145,0,1155869,26784117,0,27939986,-267851
156286,Bellarmine University,46762777,107697865,0,180930123,80507739,70298471,59426197,40996187,29844403,11151784,100422384,60107225,61649781,0,-1542556,101964940,0,100422384,-1809355
180814,Bellevue University,41153052,78991472,0,165661194,28698660,17584374,123045485,13917049,8692474,5224575,136962534,84702284,77246542,0,7455742,129506792,0,136962534,1012542
238324,Bellin College,10257660,11658997,0,28566554,4768287,3886343,14048971,9749296,8520166,1229130,23798267,7104132,6204556,1007862,1907438,21890829,0,23798267,55515
197984,Belmont Abbey College,7013563,8003911,0,20452970,10289911,0,-977322,11140381,8923155,2217226,10163059,26296216,27067770,0,-771554,10934613,0,10163059,-355891
219709,Belmont University,96447419,320633570,83720961,500801950,169741892,84379914,242674184,88385874,56660611,31725263,331060058,163505960,122595379,-1713764,39196817,291863241,0,331060058,-3326120
238333,Beloit College,115134619,78374619,0,220675323,79236871,58540000,45821196,95617256,74096292,21520964,141438452,40136087,51476277,0,-11340190,152778642,0,141438452,-2718183
217721,Benedict College,26365058,90452402,0,124876904,89220217,50961382,23856570,11800117,10039284,1760833,35656687,69601452,66787597,-225605,2588250,33068447,-10,35656687,1070189
154712,Benedictine College,18210031,71459454,0,113266461,48634592,40026545,39117788,25514081,16615419,8898662,64631869,37864265,34149383,0,3714882,60916987,0,64631869,397967
145619,Benedictine University,48028053,69369650,0,140492259,58389258,0,62441980,19661021,11198198,8462823,82103001,85789525,86628070,0,-838545,82941546,0,82103001,-2672126
165884,Benjamin Franklin Institute of Technology,3224095,2991313,0,7101559,2381536,51339,1645938,3074085,1862408,1211677,4720023,9607957,9435490,0,172467,4547556,0,4720023,82436
197993,Bennett College,13498194,34076422,0,56552698,35177119,30448262,8356077,13019502,10404258,2615244,21375579,19728414,21123580,0,-1395166,22770745,0,21375579,42377
230816,Bennington College,19989103,55489339,0,112862258,38994751,29030704,28776135,45091372,15392338,29699034,73867507,39120587,32106902,0,7013685,66853822,0,73867507,-2924376
164739,Bentley University,203058000,244582000,0,482366000,219019000,139200000,178902000,84445000,41549000,42896000,263347000,160492000,181504000,0,-21012000,284359000,0,263347000,-18504000
156295,Berea College,991940000,140965563,0,1216583875,87736244,0,501766649,627080982,270231405,356849577,1128847631,54113009,79501192,-4792514,-30180697,1159028328,0,1128847631,-3762432
461643,Bergin University of Canine Studies,0,858116,532844,1390960,418374,0,972586,0,0,0,972586,305049,268403,-314387,-277741,1213681,36646,972586,0
164748,Berklee College of Music,243450428,153839050,0,527478950,384301860,277071308,99831657,43345433,22585955,20759478,143177090,177546241,180797701,-20554129,-23805589,166982679,0,143177090,-5492634
139144,Berry College,787557343,182324487,0,995851450,178671298,111696136,63872199,753307953,663944880,89363073,817180152,126226337,78819044,-7054376,40352917,776827235,0,817180152,62852318
189273,Beth Hamedrash Shaarei Yosher Institute,0,690392,0,1225505,672332,283259,553173,0,0,0,553173,2132063,2099948,0,32115,521058,0,553173,297929
189264,Beth Hatalmud Rabbinical College,0,182669,0,554970,23631,0,531339,0,0,0,531339,1384910,1384582,0,328,531011,0,531339,0
183804,Beth Medrash Govoha,15249210,71442439,0,98331932,39549936,23973118,54402992,4379004,2886653,1492351,58781996,37435201,36153241,0,1281960,56892616,607420,58781996,975863
154721,Bethany College,11382934,11242246,0,29321129,9432664,5615000,-7631921,27520386,23935390,3584996,19888465,12474941,12148167,0,326774,19561670,21,19888465,452837
237181,Bethany College,40950294,38557708,0,97081511,46111865,30564553,7713277,43256369,36388250,6868119,50969646,18883108,24403111,0,-5520003,56489649,0,50969646,654252
173142,Bethany Lutheran College,32270950,54431988,0,89303208,9628684,6250000,14712695,64961829,30870682,34091147,79674524,16011000,17863574,0,-1852574,81527098,0,79674524,-644878
143233,Bethany Theological Seminary,34705028,2491874,0,38012589,1625540,0,18568312,17818737,10657599,7161138,36387049,2411893,2735266,0,-323373,36710422,0,36387049,575972
458113,Bethel College,20000,6363,58641,184524,13074,0,142130,29320,20500,8820,171450,629690,614631,0,15059,56018,100373,171450,0
150145,Bethel College-Indiana,7000530,35185737,0,49083349,28199210,19182550,9412940,11471199,8806988,2664211,20884139,34341345,32401661,0,1939684,18944455,0,20884139,-249773
154749,Bethel College-North Newton,1323711,20848283,0,43225501,7751794,3110000,13791215,21682492,17135710,4546782,35473707,14666815,12402255,0,2264560,33209147,0,35473707,-97676
369817,Bethel Seminary of the East,,,,,,,,,,,,,,,,,,,1240
262022,Bethel Seminary-San Diego,,,,,,,,,,,,,,,,,,,60537
173179,Bethel Seminary-St Paul,,,,,,,,,,,,,,,,,,,223892
173160,Bethel University,39148587,97735546,0,161185281,100069009,44018188,19483948,41632324,25164864,16467460,61116272,104700447,120074558,-1,-15374112,76490384,0,61116272,-1670048
219718,Bethel University,0,66639686,0,85554305,72881941,46493387,927573,11744791,9560460,2184331,12672364,58344051,65117334,0,-6773283,19445647,0,12672364,-122911
110060,Bethesda University of California,19778727,2183820,0,19814047,5673768,0,14140279,0,0,0,14140279,3270516,3653541,-569408,-952433,15092712,0,14140279,595844
132602,Bethune-Cookman University,41817907,73661446,0,147079381,32928208,976290,85021102,29130071,10119016,19011055,114151173,67018258,64326346,2,2691914,111459259,0,114151173,-1414992
139153,Beulah Heights University,49860,4453404,6366,6321806,3316641,657183,2948196,56969,0,56969,3005165,5515246,5503658,0,11588,2786191,207386,3005165,0
443702,Bexley Hall Episcopal Seminary,7572443,0,0,7682983,370721,0,41976,7270286,5474522,1795764,7312262,406831,928653,999166,477344,7789606,-954688,7312262,163403
211130,Biblical Theological Seminary,1377812,1626711,1108432,4112955,921829,0,596614,2594512,2459435,135077,3191126,3446599,3425218,0,21381,3169745,0,3191126,114649
110097,Biola University,142565000,154045000,0,320186000,140220000,108279000,144248000,35718000,16309000,19409000,179966000,149724000,138861000,-303000,10560000,169406000,0,179966000,-228000
100937,Birmingham Southern College,47187779,112261874,0,189448079,79273676,49008683,42664843,67509560,54512319,12997241,110174403,38619487,45848258,0,-7228771,117403174,0,110174403,-2365984
442949,Birthingway College of Midwifery,0,647042,0,1186112,687830,391064,492683,5599,0,5599,498282,891580,796275,1,95306,402976,0,498282,747
143288,Blackburn College,16974561,24002800,0,43693046,5436782,3800986,25356542,12899722,9936451,2963271,38256264,14141200,12233910,0,1907290,36348974,0,38256264,954088
167464,Blessed John XXIII National Seminary,7223840,2771328,0,10754700,416145,0,3801263,6537292,2793599,3743693,10338555,2665481,2942661,554360,277180,10615735,-554360,10338555,-71467
143297,Blessing Rieman College of Nursing,,,,,,,,,,,,,,,,,,,0
183822,Bloomfield College,9865323,40407804,0,60941349,14805057,12189057,35871975,10264317,7206713,3057604,46136292,44611141,41272216,0,3338925,42797367,0,46136292,-242647
175430,Blue Mountain College,12070023,9144496,0,24258250,400922,0,10971240,12886088,11235061,1651027,23857328,10262171,9709463,0,552708,23304620,0,23857328,216087
231554,Bluefield College,5576633,10756123,0,19119449,8275562,6116752,4064658,6779229,4304741,2474488,10843887,13924811,12785753,0,1139058,9704829,0,10843887,131512
201371,Bluffton University,18640298,35856506,0,67942162,20112218,10028463,25181402,22648542,16298261,6350281,47829944,23108717,22691306,0,417411,47412533,0,47829944,-217980
